dataset,write_ratio,index_name,throughput_mops,latency_ns,time_ms,trial
osm_cellids,0.75,HRT-LI v3,0.544931,1835.09,183.509,4
osm_cellids,0.75,ALEX,9.05099,110.485,11.0485,4
osm_cellids,0.75,Dynamic PGM,6.38925,156.513,15.6513,4
osm_cellids,0.75,HOT,1.67357,597.527,59.7527,4
osm_cellids,0.75,ART,2.39555,417.441,41.7441,4
osm_cellids,1,HRT-LI,0.558617,1790.14,179.014,4
osm_cellids,1,HRT-LI v3,0.631961,1582.38,158.238,4
osm_cellids,1,ALEX,12.9539,77.197,7.71969,4
osm_cellids,1,Dynamic PGM,10.4671,95.5371,9.55371,4
osm_cellids,1,HOT,2.81916,354.716,35.4716,4
osm_cellids,1,ART,6.25143,159.964,15.9964,4
wiki_ts,0,HRT-LI,0.939196,1064.74,106.474,5
wiki_ts,0,HRT-LI v3,0.493447,2026.56,202.656,5
wiki_ts,0,ALEX,10.2931,97.152,9.7152,5
wiki_ts,0,Dynamic PGM,7.92358,126.206,12.6206,5
wiki_ts,0,HOT,1.05846,944.766,94.4766,5
wiki_ts,0,ART,1.02375,976.805,97.6805,5
wiki_ts,0.01,HRT-LI,0.600196,1666.12,166.612,5
wiki_ts,0.01,HRT-LI v3,0.45253,2209.8,220.98,5
wiki_ts,0.01,ALEX,11.0653,90.3723,9.03723,5
wiki_ts,0.01,Dynamic PGM,3.4115,293.126,29.3126,5
wiki_ts,0.01,HOT,1.07556,929.75,92.975,5
wiki_ts,0.01,ART,1.4566,686.529,68.6529,5
wiki_ts,0.02,HRT-LI,0.690334,1448.57,144.857,5
wiki_ts,0.02,HRT-LI v3,0.544517,1836.49,183.649,5
wiki_ts,0.02,ALEX,10.3322,96.7852,9.67852,5
wiki_ts,0.02,Dynamic PGM,3.82646,261.338,26.1338,5
wiki_ts,0.02,HOT,1.06907,935.39,93.539,5
wiki_ts,0.02,ART,1.38061,724.316,72.4316,5
wiki_ts,0.05,HRT-LI,0.493985,2024.35,202.435,5
wiki_ts,0.05,HRT-LI v3,0.518318,1929.32,192.932,5
wiki_ts,0.05,ALEX,10.3565,96.558,9.6558,5
wiki_ts,0.05,Dynamic PGM,3.66632,272.753,27.2753,5
wiki_ts,0.05,HOT,0.988626,1011.51,101.151,5
wiki_ts,0.05,ART,1.4905,670.916,67.0916,5
wiki_ts,0.1,HRT-LI,0.462672,2161.36,216.136,5
wiki_ts,0.1,HRT-LI v3,0.536374,1864.37,186.437,5
wiki_ts,0.1,ALEX,8.64542,115.668,11.5668,5
wiki_ts,0.1,Dynamic PGM,3.82649,261.336,26.1336,5
wiki_ts,0.1,HOT,1.04657,955.505,95.5505,5
wiki_ts,0.1,ART,1.5484,645.828,64.5828,5
wiki_ts,0.25,HRT-LI,0.263913,3789.13,378.913,5
wiki_ts,0.25,HRT-LI v3,0.509201,1963.86,196.386,5
wiki_ts,0.25,ALEX,8.59732,116.315,11.6315,5
wiki_ts,0.25,Dynamic PGM,4.06737,245.859,24.5859,5
wiki_ts,0.25,HOT,1.09962,909.406,90.9406,5
wiki_ts,0.25,ART,1.63494,611.643,61.1643,5
wiki_ts,0.5,HRT-LI,0.186097,5373.54,537.354,5
wiki_ts,0.5,HRT-LI v3,0.513433,1947.67,194.767,5
wiki_ts,0.5,ALEX,6.34168,157.687,15.7687,5
wiki_ts,0.5,Dynamic PGM,5.04129,198.362,19.8362,5
wiki_ts,0.5,HOT,1.05258,950.045,95.0045,5
wiki_ts,0.5,ART,1.76167,567.642,56.7642,5
wiki_ts,0.75,HRT-LI,0.133044,7516.31,751.631,5
wiki_ts,0.75,HRT-LI v3,0.571375,1750.16,175.016,5
wiki_ts,0.75,ALEX,6.74518,148.254,14.8254,5
wiki_ts,0.75,Dynamic PGM,6.79642,147.136,14.7136,5
wiki_ts,0.75,HOT,1.71245,583.959,58.3959,5
wiki_ts,0.75,ART,2.51259,397.996,39.7996,5
wiki_ts,1,HRT-LI,0.104255,9591.89,959.189,5
wiki_ts,1,HRT-LI v3,0.644492,1551.61,155.161,5
wiki_ts,1,ALEX,8.41076,118.895,11.8895,5
wiki_ts,1,Dynamic PGM,10.4551,95.6475,9.56475,5
wiki_ts,1,HOT,2.42489,412.39,41.239,5
wiki_ts,1,ART,6.54401,152.812,15.2812,5
osm_cellids,0,HRT-LI,1.01082,989.294,98.9294,5
osm_cellids,0,HRT-LI v3,0.500178,1999.29,199.929,5
osm_cellids,0,ALEX,9.85856,101.435,10.1435,5
osm_cellids,0,Dynamic PGM,6.05728,165.091,16.5091,5
osm_cellids,0,HOT,0.94296,1060.49,106.049,5
osm_cellids,0,ART,1.52021,657.806,65.7806,5
osm_cellids,0.01,HRT-LI,0.938633,1065.38,106.538,5
osm_cellids,0.01,HRT-LI v3,0.445487,2244.74,224.474,5
osm_cellids,0.01,ALEX,9.71489,102.935,10.2935,5
osm_cellids,0.01,Dynamic PGM,4.34083,230.371,23.0371,5
osm_cellids,0.01,HOT,1.03043,970.465,97.0465,5
osm_cellids,0.01,ART,1.07611,929.275,92.9275,5
osm_cellids,0.02,HRT-LI,0.879318,1137.25,113.725,5
osm_cellids,0.02,HRT-LI v3,0.505481,1978.31,197.831,5
osm_cellids,0.02,ALEX,10.6902,93.544,9.3544,5
osm_cellids,0.02,Dynamic PGM,4.15399,240.732,24.0732,5
osm_cellids,0.02,HOT,1.1082,902.361,90.2361,5
osm_cellids,0.02,ART,1.40404,712.232,71.2232,5
osm_cellids,0.05,HRT-LI,0.821078,1217.91,121.791,5
osm_cellids,0.05,HRT-LI v3,0.494187,2023.53,202.353,5
osm_cellids,0.05,ALEX,10.3117,96.9771,9.69771,5
osm_cellids,0.05,Dynamic PGM,3.44671,290.132,29.0132,5
osm_cellids,0.05,HOT,1.02947,971.374,97.1374,5
osm_cellids,0.05,ART,1.33273,750.341,75.0341,5
osm_cellids,0.1,HRT-LI,0.846486,1181.35,118.135,5
osm_cellids,0.1,HRT-LI v3,0.471947,2118.88,211.888,5
osm_cellids,0.1,ALEX,6.4871,154.152,15.4152,5
osm_cellids,0.1,Dynamic PGM,3.89808,256.537,25.6537,5
osm_cellids,0.1,HOT,0.958696,1043.08,104.308,5
osm_cellids,0.1,ART,1.24446,803.562,80.3562,5
osm_cellids,0.25,HRT-LI,0.648196,1542.74,154.274,5
osm_cellids,0.25,HRT-LI v3,0.377972,2645.7,264.57,5
osm_cellids,0.25,ALEX,8.67173,115.317,11.5317,5
osm_cellids,0.25,Dynamic PGM,4.1211,242.654,24.2654,5
osm_cellids,0.25,HOT,1.21384,823.831,82.3831,5
osm_cellids,0.25,ART,1.51378,660.597,66.0597,5
osm_cellids,0.5,HRT-LI,0.535389,1867.8,186.78,5
osm_cellids,0.5,HRT-LI v3,0.472783,2115.13,211.513,5
osm_cellids,0.5,ALEX,7.5332,132.746,13.2746,5
osm_cellids,0.5,Dynamic PGM,4.93298,202.717,20.2717,5
osm_cellids,0.5,HOT,1.41161,708.413,70.8413,5
osm_cellids,0.5,ART,1.73232,577.26,57.726,5
osm_cellids,0.75,HRT-LI,0.576851,1733.55,173.355,5
osm_cellids,0.75,HRT-LI v3,0.49803,2007.91,200.791,5
osm_cellids,0.75,ALEX,8.34453,119.839,11.9839,5
osm_cellids,0.75,Dynamic PGM,7.20392,138.813,13.8813,5
osm_cellids,0.75,HOT,1.38607,721.466,72.1466,5
osm_cellids,0.75,ART,2.24837,444.766,44.4766,5
osm_cellids,1,HRT-LI,0.528753,1891.24,189.124,5
osm_cellids,1,HRT-LI v3,0.495244,2019.2,201.92,5
osm_cellids,1,ALEX,12.2288,81.7744,8.17744,5
osm_cellids,1,Dynamic PGM,12.3756,80.8043,8.08043,5
osm_cellids,1,HOT,3.32406,300.837,30.0837,5
osm_cellids,1,ART,4.76411,209.903,20.9903,5
